combine_file,combine_year,combine_player,best_ratio_seen,note,matched_athlete_id
2013.csv,2013,Joe Kruger,,no confident match (NFL_id=N/A),
2013.csv,2013,Edmund Kugbila,,no confident match (NFL_id=N/A),
2013.csv,2013,Marcus Lattimore,,no confident match (NFL_id=N/A),
2013.csv,2013,Aaron Mellette,,no confident match (NFL_id=N/A),
2013.csv,2013,Sam Montgomery,,no confident match (NFL_id=N/A),
2013.csv,2013,Vinston Painter,,no confident match (NFL_id=N/A),
2013.csv,2013,Sean Porter,,no confident match (NFL_id=N/A),
2013.csv,2013,Jamoris Slaughter,,no confident match (NFL_id=N/A),
2013.csv,2013,Jared Smith,,no confident match (NFL_id=N/A),
2013.csv,2013,Brad Sorensen,,no confident match (NFL_id=N/A),
2013.csv,2013,Ryan Swope,,no confident match (NFL_id=N/A),
2013.csv,2013,Brennan Williams,,no confident match (NFL_id=N/A),
2013.csv,2013,Jesse Williams,,no confident match (NFL_id=N/A),
2013.csv,2013,Nicholas Williams,,no confident match (NFL_id=N/A),
2013.csv,2013,Braden Wilson,,no confident match (NFL_id=N/A),
2013.csv,2013,Tyler Wilson,,no confident match (NFL_id=N/A),
2013.csv,2013,Khalid Wooten,,no confident match (NFL_id=N/A),
2014.csv,2014,Mo Alexander,,no confident match (NFL_id=N/A),
2014.csv,2014,Rob Blanchflower,,no confident match (NFL_id=N/A),
2014.csv,2014,Tajh Boyd,,no confident match (NFL_id=N/A),
2014.csv,2014,Travis Carrie,,no confident match (NFL_id=N/A),
2014.csv,2014,Kadeem Edwards,,no confident match (NFL_id=N/A),
2014.csv,2014,Shaquelle Evans,,no confident match (NFL_id=N/A),
2014.csv,2014,Cameron Fleming,,no confident match (NFL_id=N/A),
2014.csv,2014,Tyler Gaffney,,no confident match (NFL_id=N/A),
2014.csv,2014,Jeremy Gallon,,no confident match (NFL_id=N/A),
2014.csv,2014,Louis Nix III,,no confident match (NFL_id=N/A),
2014.csv,2014,Kendall James,,no confident match (NFL_id=N/A),
2014.csv,2014,Arthur Lynch,,no confident match (NFL_id=N/A),
2014.csv,2014,Trey Millard,,no confident match (NFL_id=N/A),
2014.csv,2014,Aaron Murray,,no confident match (NFL_id=N/A),
2014.csv,2014,Kaleb Ramsey,,no confident match (NFL_id=N/A),
2014.csv,2014,Tevin Reese,,no confident match (NFL_id=N/A),
2014.csv,2014,Cyril Richardson,,no confident match (NFL_id=N/A),
2014.csv,2014,Michael Sam,,no confident match (NFL_id=N/A),
2014.csv,2014,Lache Seastrunk,,no confident match (NFL_id=N/A),
2014.csv,2014,Yawin Smallwood,,no confident match (NFL_id=N/A),
2014.csv,2014,Brandon Thomas,,no confident match (NFL_id=N/A),
2014.csv,2014,Jemea Thomas,,no confident match (NFL_id=N/A),
2014.csv,2014,Keith Wenning,,no confident match (NFL_id=N/A),
2014.csv,2014,Lavelle Westbrooks,,no confident match (NFL_id=N/A),
2014.csv,2014,David Yankey,,no confident match (NFL_id=N/A),
2014.csv,2014,Jordan Zumwalt,,no confident match (NFL_id=N/A),
2015.csv,2015,Rory Anderson,,no confident match (NFL_id=N/A),
2015.csv,2015,Kenny Bell,,no confident match (NFL_id=N/A),
2015.csv,2015,Mike Bennett,,no confident match (NFL_id=N/A),
2015.csv,2015,Da'Ron Brown,,no confident match (NFL_id=N/A),
2015.csv,2015,Trenton Brown,,no confident match (NFL_id=N/A),
2015.csv,2015,Alex Carter,,no confident match (NFL_id=N/A),
2015.csv,2015,T.J. Clemmings,,no confident match (NFL_id=N/A),
2015.csv,2015,Xzavier Dickson,,no confident match (NFL_id=N/A),
2015.csv,2015,Andrew Donnal,,no confident match (NFL_id=N/A),
2015.csv,2015,B.J. Dubose,,no confident match (NFL_id=N/A),
2015.csv,2015,Alvin Dupree,,no confident match (NFL_id=N/A),
2015.csv,2015,Ifo Ekpre-Olomu,,no confident match (NFL_id=N/A),
2015.csv,2015,Tayo Fabuluje,,no confident match (NFL_id=N/A),
2015.csv,2015,Laurence Gibson,,no confident match (NFL_id=N/A),
2015.csv,2015,Senquez Golson,,no confident match (NFL_id=N/A),
2015.csv,2015,Doran Grant,,no confident match (NFL_id=N/A),
2015.csv,2015,Garrett Grayson,,no confident match (NFL_id=N/A),
2015.csv,2015,Marcus Hardison,,no confident match (NFL_id=N/A),
2015.csv,2015,Jarvis Harrison,,no confident match (NFL_id=N/A),
2015.csv,2015,Amarlo Herrera,,no confident match (NFL_id=N/A),
2015.csv,2015,Kenny Hilliard,,no confident match (NFL_id=N/A),
2015.csv,2015,Gerod Holliman,,no confident match (NFL_id=N/A),
2015.csv,2015,Martin Ifedi,,no confident match (NFL_id=N/A),
2015.csv,2015,Tre Jackson,,no confident match (NFL_id=N/A),
2015.csv,2015,Robert Myers,,no confident match (NFL_id=N/A),
2015.csv,2015,Owamagbe Odighizuwa,,no confident match (NFL_id=N/A),
2015.csv,2015,Terry Poole,,no confident match (NFL_id=N/A),
2015.csv,2015,Jeremiah Poutasi,,no confident match (NFL_id=N/A),
2015.csv,2015,Austin Shepherd,,no confident match (NFL_id=N/A),
2015.csv,2015,Tyrus Thompson,,no confident match (NFL_id=N/A),
2015.csv,2015,Davis Tull,,no confident match (NFL_id=N/A),
2015.csv,2015,Max Valles,,no confident match (NFL_id=N/A),
2015.csv,2015,Leterrius Walton,,no confident match (NFL_id=N/A),
2016.csv,2016,Vadal Alexander,,no confident match (NFL_id=N/A),
2016.csv,2016,Willie Beavers,,no confident match (NFL_id=N/A),
2016.csv,2016,Le'Raven Clark,,no confident match (NFL_id=N/A),
2016.csv,2016,Fahn Cooper,,no confident match (NFL_id=N/A),
2016.csv,2016,Joe Dahl,,no confident match (NFL_id=N/A),
2016.csv,2016,Steven Daniels,,no confident match (NFL_id=N/A),
2016.csv,2016,Brandon Doughty,,no confident match (NFL_id=N/A),
2016.csv,2016,Thomas Duarte,,no confident match (NFL_id=N/A),
2016.csv,2016,Parker Ehinger,,no confident match (NFL_id=N/A),
2016.csv,2016,Travis Feeney,,no confident match (NFL_id=N/A),
2016.csv,2016,Will Fuller,,no confident match (NFL_id=N/A),
2016.csv,2016,Joshua Garnett,,no confident match (NFL_id=N/A),
2016.csv,2016,Christian Hackenberg,,no confident match (NFL_id=N/A),
2016.csv,2016,Jerald Hawkins,,no confident match (NFL_id=N/A),
2016.csv,2016,Matt Judon,,no confident match (NFL_id=N/A),
2016.csv,2016,Jimmy Landes,,no confident match (NFL_id=N/A),
2016.csv,2016,Kenny Lawler,,no confident match (NFL_id=N/A),
2016.csv,2016,Kolby Listenbee,,no confident match (NFL_id=N/A),
2016.csv,2016,Keith Marshall,,no confident match (NFL_id=N/A),
2016.csv,2016,Alex McCalister,,no confident match (NFL_id=N/A),
2016.csv,2016,Dadi Nicolas,,no confident match (NFL_id=N/A),
2016.csv,2016,Rees Odhiambo,,no confident match (NFL_id=N/A),
2016.csv,2016,Beau Sandland,,no confident match (NFL_id=N/A),
2016.csv,2016,Kelvin Taylor,,no confident match (NFL_id=N/A),
2016.csv,2016,John Theus,,no confident match (NFL_id=N/A),
2016.csv,2016,Cole Toner,,no confident match (NFL_id=N/A),
2016.csv,2016,Sebastian Tretola,,no confident match (NFL_id=N/A),
2016.csv,2016,Max Tuerk,,no confident match (NFL_id=N/A),
2016.csv,2016,Dan Vitale,,no confident match (NFL_id=N/A),
2016.csv,2016,Christian Westerman,,no confident match (NFL_id=N/A),
2017.csv,2017,Rodney Adams,,no confident match (NFL_id=N/A),
2017.csv,2017,Isaac Asiata,,no confident match (NFL_id=N/A),
2017.csv,2017,Zach Banner,,no confident match (NFL_id=N/A),
2017.csv,2017,Adam Bisnowaty,,no confident match (NFL_id=N/A),
2017.csv,2017,Josh Carraway,,no confident match (NFL_id=N/A),
2017.csv,2017,Matthew Dayes,,no confident match (NFL_id=N/A),
2017.csv,2017,J.J. Dielman,,no confident match (NFL_id=N/A),
2017.csv,2017,Malachi Dupre,,no confident match (NFL_id=N/A),
2017.csv,2017,Dan Feeney,,no confident match (NFL_id=N/A),
2017.csv,2017,Antonio Garcia,,no confident match (NFL_id=N/A),
2017.csv,2017,Davon Gaudchaux,,no confident match (NFL_id=N/A),
2017.csv,2017,Sean Harlow,,no confident match (NFL_id=N/A),
2017.csv,2017,Carlos Henderson,,no confident match (NFL_id=N/A),
2017.csv,2017,Delano Hill,,no confident match (NFL_id=N/A),
2017.csv,2017,Bucky Hodges,,no confident match (NFL_id=N/A),
2017.csv,2017,Elijah Hood,,no confident match (NFL_id=N/A),
2017.csv,2017,Dorian Johnson,,no confident match (NFL_id=N/A),
2017.csv,2017,Roderick Johnson,,no confident match (NFL_id=N/A),
2017.csv,2017,Brad Kaaya,,no confident match (NFL_id=N/A),
2017.csv,2017,Forrest Lamp,,no confident match (NFL_id=N/A),
2017.csv,2017,Takkarist McKinley,,no confident match (NFL_id=N/A),
2017.csv,2017,Jordan Morgan,,no confident match (NFL_id=N/A),
2017.csv,2017,Ejuan Price,,no confident match (NFL_id=N/A),
2017.csv,2017,Donnel Pumphrey,,no confident match (NFL_id=N/A),
2017.csv,2017,Justin Senior,,no confident match (NFL_id=N/A),
2017.csv,2017,Nico Siragusa,,no confident match (NFL_id=N/A),
2017.csv,2017,Jack Tocho,,no confident match (NFL_id=N/A),
2017.csv,2017,Stevie Tu'Ikolovatu,,no confident match (NFL_id=N/A),
2017.csv,2017,Michael Tyson,,no confident match (NFL_id=N/A),
2017.csv,2017,Marquez White,,no confident match (NFL_id=N/A),
2017.csv,2017,Joe Williams,,no confident match (NFL_id=N/A),
2017.csv,2017,Howard Wilson,,no confident match (NFL_id=N/A),
2018.csv,2018,Ade Aruna,,no confident match (NFL_id=N/A),
2018.csv,2018,Dylan Cantrell,,no confident match (NFL_id=N/A),
2018.csv,2018,Tyrell Crosby,,no confident match (NFL_id=N/A),
2018.csv,2018,Jamil Demby,,no confident match (NFL_id=N/A),
2018.csv,2018,Danny Etling,,no confident match (NFL_id=N/A),
2018.csv,2018,Joshua Frazier,,no confident match (NFL_id=N/A),
2018.csv,2018,Jamarco Jones,,no confident match (NFL_id=N/A),
2018.csv,2018,Sam Jones,,no confident match (NFL_id=N/A),
2018.csv,2018,Jordan Lasley,,no confident match (NFL_id=N/A),
2018.csv,2018,Tanner Lee,,no confident match (NFL_id=N/A),
2018.csv,2018,Darius Leonard,,no confident match (NFL_id=N/A),
2018.csv,2018,Rick Leonard,,no confident match (NFL_id=N/A),
2018.csv,2018,James Looney,,no confident match (NFL_id=N/A),
2018.csv,2018,Cole Madison,,no confident match (NFL_id=N/A),
2018.csv,2018,Kamrin Moore,,no confident match (NFL_id=N/A),
2018.csv,2018,Kendrick Norton,,no confident match (NFL_id=N/A),
2018.csv,2018,Ogbonnia Okoronkwo,,no confident match (NFL_id=N/A),
2018.csv,2018,Scott Quessenberry,,no confident match (NFL_id=N/A),
2018.csv,2018,Christian Sam,,no confident match (NFL_id=N/A),
2018.csv,2018,Greg Senat,,no confident match (NFL_id=N/A),
2018.csv,2018,Rod Taylor,,no confident match (NFL_id=N/A),
2018.csv,2018,Azeem Victor,,no confident match (NFL_id=N/A),
2018.csv,2018,Trevon Young,,no confident match (NFL_id=N/A),
2019.csv,2019,Rodney Anderson,,no confident match (NFL_id=N/A),
2019.csv,2019,Blessuan Austin,,no confident match (NFL_id=N/A),
2019.csv,2019,Terry Beckner,,no confident match (NFL_id=N/A),
2019.csv,2019,Marquise Brown,,no confident match (NFL_id=N/A),
2019.csv,2019,Sean Bunting,,no confident match (NFL_id=N/A),
2019.csv,2019,Hakeem Butler,,no confident match (NFL_id=N/A),
2019.csv,2019,Demarcus Christmas,,no confident match (NFL_id=N/A),
2019.csv,2019,Deshaun Davis,,no confident match (NFL_id=N/A),
2019.csv,2019,Andre Dillard,,no confident match (NFL_id=N/A),
2019.csv,2019,Bobby Evans,,no confident match (NFL_id=N/A),
2019.csv,2019,Lamont Gaillard,,no confident match (NFL_id=N/A),
2019.csv,2019,Chauncey Gardner-Johnson,,no confident match (NFL_id=N/A),
2019.csv,2019,Derwin Gray,,no confident match (NFL_id=N/A),
2019.csv,2019,Gerri Green,,no confident match (NFL_id=N/A),
2019.csv,2019,Phil Haynes,,no confident match (NFL_id=N/A),
2019.csv,2019,Tytus Howard,,no confident match (NFL_id=N/A),
2019.csv,2019,Jalen Hurd,,no confident match (NFL_id=N/A),
2019.csv,2019,Jalen Jelks,,no confident match (NFL_id=N/A),
2019.csv,2019,Gary Jennings,,no confident match (NFL_id=N/A),
2019.csv,2019,Michael Jordan,,no confident match (NFL_id=N/A),
2019.csv,2019,Vosean Joseph,,no confident match (NFL_id=N/A),
2019.csv,2019,Iman Lewis-Marshall,,no confident match (NFL_id=N/A),
2019.csv,2019,Bryce Love,,no confident match (NFL_id=N/A),
2019.csv,2019,Alize Mack,,no confident match (NFL_id=N/A),
2019.csv,2019,Daylon Mack,,no confident match (NFL_id=N/A),
2019.csv,2019,Joshua Miles,,no confident match (NFL_id=N/A),
2019.csv,2019,Shareef Miller,,no confident match (NFL_id=N/A),
2019.csv,2019,Dillon Mitchell,,no confident match (NFL_id=N/A),
2019.csv,2019,Javon Patterson,,no confident match (NFL_id=N/A),
2019.csv,2019,Ross Pierschbacher,,no confident match (NFL_id=N/A),
2019.csv,2019,Isaiah Prince,,no confident match (NFL_id=N/A),
2019.csv,2019,Chris Slayton,,no confident match (NFL_id=N/A),
2019.csv,2019,Clayton Thorson,,no confident match (NFL_id=N/A),
2019.csv,2019,D'Andre Walker,,no confident match (NFL_id=N/A),
2019.csv,2019,Mike Weber,,no confident match (NFL_id=N/A),
2019.csv,2019,Caleb Wilson,,no confident match (NFL_id=N/A),
2020.csv,2020,Hakeem Adeniji,,no confident match (NFL_id=N/A),
2020.csv,2020,Ben Bredeson,,no confident match (NFL_id=N/A),
2020.csv,2020,Cameron Brown,,no confident match (NFL_id=N/A),
2020.csv,2020,Saahdiq Charles,,no confident match (NFL_id=N/A),
2020.csv,2020,Cameron Clark,,no confident match (NFL_id=N/A),
2020.csv,2020,Isaiah Coulter,,no confident match (NFL_id=N/A),
2020.csv,2020,Kamren Curl,,no confident match (NFL_id=N/A),
2020.csv,2020,Lloyd Cushenberry,,no confident match (NFL_id=N/A),
2020.csv,2020,Gabriel Davis,,no confident match (NFL_id=N/A),
2020.csv,2020,Jake Hanson,,no confident match (NFL_id=N/A),
2020.csv,2020,Matt Hennessy,,no confident match (NFL_id=N/A),
2020.csv,2020,Brian Cole II,,no confident match (NFL_id=N/A),
2020.csv,2020,Joshua Jones,,no confident match (NFL_id=N/A),
2020.csv,2020,Solomon Kindley,,no confident match (NFL_id=N/A),
2020.csv,2020,Shane Lemieux,,no confident match (NFL_id=N/A),
2020.csv,2020,Justin Madubuike,,no confident match (NFL_id=N/A),
2020.csv,2020,Cole McDonald,,no confident match (NFL_id=N/A),
2020.csv,2020,James Morgan,,no confident match (NFL_id=N/A),
2020.csv,2020,Tyre Phillips,,no confident match (NFL_id=N/A),
2020.csv,2020,Shaquille Quarterman,,no confident match (NFL_id=N/A),
2020.csv,2020,Nate Stanley,,no confident match (NFL_id=N/A),
2020.csv,2020,Logan Stenberg,,no confident match (NFL_id=N/A),
2020.csv,2020,Simon Stepaniak,,no confident match (NFL_id=N/A),
2020.csv,2020,Josh Uche,,no confident match (NFL_id=N/A),
2020.csv,2020,Prince Tega Wanogho,,no confident match (NFL_id=N/A),
2020.csv,2020,Evan Weaver,,no confident match (NFL_id=N/A),
2020.csv,2020,Isaiah Wilson,,no confident match (NFL_id=N/A),
2021.csv,2021,Jack Anderson,,no confident match (NFL_id=N/A),
2021.csv,2021,Josh Ball,,no confident match (NFL_id=N/A),
2021.csv,2021,Carlos Basham,,no confident match (NFL_id=N/A),
2021.csv,2021,Deonte Brown,,no confident match (NFL_id=N/A),
2021.csv,2021,Camryn Bynum,,no confident match (NFL_id=N/A),
2021.csv,2021,Ben Cleveland,,no confident match (NFL_id=N/A),
2021.csv,2021,Samuel Cosmi,,no confident match (NFL_id=N/A),
2021.csv,2021,Wyatt Davis,,no confident match (NFL_id=N/A),
2021.csv,2021,D'Wayne Eskridge,,no confident match (NFL_id=N/A),
2021.csv,2021,Daelin Hayes,,no confident match (NFL_id=N/A),
2021.csv,2021,Trey Hill,,no confident match (NFL_id=N/A),
2021.csv,2021,Wyatt Hubert,,no confident match (NFL_id=N/A),
2021.csv,2021,Brenden Jaimes,,no confident match (NFL_id=N/A),
2021.csv,2021,Cole Van Lanen,,no confident match (NFL_id=N/A),
2021.csv,2021,Walker Little,,no confident match (NFL_id=N/A),
2021.csv,2021,Jimmy Morrissey,,no confident match (NFL_id=N/A),
2021.csv,2021,Tre Nixon,,no confident match (NFL_id=N/A),
2021.csv,2021,Jayson Oweh,,no confident match (NFL_id=N/A),
2021.csv,2021,Cornell Powell,,no confident match (NFL_id=N/A),
2021.csv,2021,Gregory Rousseau,,no confident match (NFL_id=N/A),
2021.csv,2021,William Sherman,,no confident match (NFL_id=N/A),
2021.csv,2021,Tedarrell Slaton,,no confident match (NFL_id=N/A),
2021.csv,2021,Joe Tryon,,no confident match (NFL_id=N/A),
2021.csv,2021,Jaylen Twyman,,no confident match (NFL_id=N/A),
2021.csv,2021,Landon Young,,no confident match (NFL_id=N/A),
2022.csv,2022,Kalon Barnes,,no confident match (NFL_id=N/A),
2022.csv,2022,Darrian Beavers,,no confident match (NFL_id=N/A),
2022.csv,2022,Logan Bruss,,no confident match (NFL_id=N/A),
2022.csv,2022,Ja'Tyre Carter,,no confident match (NFL_id=N/A),
2022.csv,2022,Tykevious Chandler,,no confident match (NFL_id=N/A),
2022.csv,2022,Matt Corral,,no confident match (NFL_id=N/A),
2022.csv,2022,Charles Cross,,no confident match (NFL_id=N/A),
2022.csv,2022,Dawson Deaton,,no confident match (NFL_id=N/A),
2022.csv,2022,Daniel Faalele,,no confident match (NFL_id=N/A),
2022.csv,2022,Ahmad Gardner,,no confident match (NFL_id=N/A),
2022.csv,2022,Jeffrey Gunter,,no confident match (NFL_id=N/A),
2022.csv,2022,Daxton Hill,,no confident match (NFL_id=N/A),
2022.csv,2022,Chasen Hines,,no confident match (NFL_id=N/A),
2022.csv,2022,Zion Johnson,,no confident match (NFL_id=N/A),
2022.csv,2022,Cameron Jurgens,,no confident match (NFL_id=N/A),
2022.csv,2022,Darian Kinnard,,no confident match (NFL_id=N/A),
2022.csv,2022,Marcus McKethan,,no confident match (NFL_id=N/A),
2022.csv,2022,Max Mitchell,,no confident match (NFL_id=N/A),
2022.csv,2022,Chigoziem Okonkwo,,no confident match (NFL_id=N/A),
2022.csv,2022,Chris Paul,,no confident match (NFL_id=N/A),
2022.csv,2022,Trevor Penning,,no confident match (NFL_id=N/A),
2022.csv,2022,Jamaree Salyer,,no confident match (NFL_id=N/A),
2022.csv,2022,Justin Shaffer,,no confident match (NFL_id=N/A),
2022.csv,2022,Lecitus Smith,,no confident match (NFL_id=N/A),
2022.csv,2022,Andrew Stueber,,no confident match (NFL_id=N/A),
2022.csv,2022,Luke Tenuta,,no confident match (NFL_id=N/A),
2022.csv,2022,Matt Waletzko,,no confident match (NFL_id=N/A),
2022.csv,2022,Mike Woods,,no confident match (NFL_id=N/A),
2022.csv,2022,Tariq Woolen,,no confident match (NFL_id=N/A),
2022.csv,2022,Nick Zakelj,,no confident match (NFL_id=N/A),
2023.csv,2023,Malaesala Aumavae-Laulu,,no confident match (NFL_id=N/A),
2023.csv,2023,Stetson Bennett,,no confident match (NFL_id=N/A),
2023.csv,2023,Julius Brents,,no confident match (NFL_id=N/A),
2023.csv,2023,Nick Broeker,,no confident match (NFL_id=N/A),
2023.csv,2023,Nathaniel Dell,,no confident match (NFL_id=N/A),
2023.csv,2023,Max Duggan,,no confident match (NFL_id=N/A),
2023.csv,2023,Alex Forsyth,,no confident match (NFL_id=N/A),
2023.csv,2023,Blake Freeland,,no confident match (NFL_id=N/A),
2023.csv,2023,Ryan Hayes,,no confident match (NFL_id=N/A),
2023.csv,2023,Brandon Hill,,no confident match (NFL_id=N/A),
2023.csv,2023,Tre'Vius Hodges-Tomlinson,,no confident match (NFL_id=N/A),
2023.csv,2023,Siaki Ika,,no confident match (NFL_id=N/A),
2023.csv,2023,Dawand Jones,,no confident match (NFL_id=N/A),
2023.csv,2023,Paris Johnson Jr.,,no confident match (NFL_id=N/A),
2023.csv,2023,Zack Kuntz,,no confident match (NFL_id=N/A),
2023.csv,2023,Jartavius Martin,,no confident match (NFL_id=N/A),
2023.csv,2023,Warren McClendon,,no confident match (NFL_id=N/A),
2023.csv,2023,Jordan McFadden,,no confident match (NFL_id=N/A),
2023.csv,2023,Christopher Smith,,no confident match (NFL_id=N/A),
2023.csv,2023,Tyler Steen,,no confident match (NFL_id=N/A),
2023.csv,2023,Ricky Stromberg,,no confident match (NFL_id=N/A),
2023.csv,2023,Joe Tippmann,,no confident match (NFL_id=N/A),
2023.csv,2023,O'Cyrus Torrence,,no confident match (NFL_id=N/A),
2023.csv,2023,Andrew Vorhees,,no confident match (NFL_id=N/A),
2024.csv,2024,Joe Alt,,no confident match (NFL_id=N/A),
2024.csv,2024,Michael Barrett,,no confident match (NFL_id=N/A),
2024.csv,2024,Cooper Beebe,,no confident match (NFL_id=N/A),
2024.csv,2024,Troy Fautanu,,no confident match (NFL_id=N/A),
2024.csv,2024,Blake Fisher,,no confident match (NFL_id=N/A),
2024.csv,2024,Javon Foster,,no confident match (NFL_id=N/A),
2024.csv,2024,Delmar Glaze,,no confident match (NFL_id=N/A),
2024.csv,2024,Tylan Grable,,no confident match (NFL_id=N/A),
2024.csv,2024,Tyler Guyton,,no confident match (NFL_id=N/A),
2024.csv,2024,Dominique Hampton,,no confident match (NFL_id=N/A),
2024.csv,2024,Daequan Hardy,,no confident match (NFL_id=N/A),
2024.csv,2024,Christian Haynes,,no confident match (NFL_id=N/A),
2024.csv,2024,LaDarius Henderson,,no confident match (NFL_id=N/A),
2024.csv,2024,Khyree Jackson,,no confident match (NFL_id=N/A),
2024.csv,2024,Cornelius Johnson,,no confident match (NFL_id=N/A),
2024.csv,2024,Michael Hall Jr.,,no confident match (NFL_id=N/A),
2024.csv,2024,Trevor Keegan,,no confident match (NFL_id=N/A),
2024.csv,2024,Jaylen Key,,no confident match (NFL_id=N/A),
2024.csv,2024,Kalen King,,no confident match (NFL_id=N/A),
2024.csv,2024,Jarrett Kingston,,no confident match (NFL_id=N/A),
2024.csv,2024,JC Latham,,no confident match (NFL_id=N/A),
2024.csv,2024,Sataoa Laumea,,no confident match (NFL_id=N/A),
2024.csv,2024,Devin Leary,,no confident match (NFL_id=N/A),
2024.csv,2024,Christian Mahogany,,no confident match (NFL_id=N/A),
2024.csv,2024,Tanner McLachlan,,no confident match (NFL_id=N/A),
2024.csv,2024,Dylan McMahon,,no confident match (NFL_id=N/A),
2024.csv,2024,Jacob Monk,,no confident match (NFL_id=N/A),
2024.csv,2024,Jordan Morgan,,no confident match (NFL_id=N/A),
2024.csv,2024,Hunter Nourzad,,no confident match (NFL_id=N/A),
2024.csv,2024,Patrick Paul,,no confident match (NFL_id=N/A),
2024.csv,2024,Michael Pratt,,no confident match (NFL_id=N/A),
2024.csv,2024,Brenden Rice,,no confident match (NFL_id=N/A),
2024.csv,2024,Layden Robinson,,no confident match (NFL_id=N/A),
2024.csv,2024,Walter Rouse,,no confident match (NFL_id=N/A),
2024.csv,2024,Nick Samac,,no confident match (NFL_id=N/A),
2024.csv,2024,Kingsley Suamataia,,no confident match (NFL_id=N/A),
2024.csv,2024,Jordan Travis,,no confident match (NFL_id=N/A),
2024.csv,2024,Bralen Trice,,no confident match (NFL_id=N/A),
2024.csv,2024,Caedan Wallace,,no confident match (NFL_id=N/A),
2024.csv,2024,Ryan Watts,,no confident match (NFL_id=N/A),
2024.csv,2024,Zak Zinter,,no confident match (NFL_id=N/A),
2025.csv,2025,Tommy Akingbesote,,no confident match (NFL_id=N/A),
2025.csv,2025,Gavin Bartholomew,,no confident match (NFL_id=N/A),
2025.csv,2025,Anthony Belton,,no confident match (NFL_id=N/A),
2025.csv,2025,Tyler Booker,,no confident match (NFL_id=N/A),
2025.csv,2025,Andres Borregales,,no confident match (NFL_id=N/A),
2025.csv,2025,Joshua Conerly,,no confident match (NFL_id=N/A),
2025.csv,2025,Hayden Conner,,no confident match (NFL_id=N/A),
2025.csv,2025,Ajani Cornelius,,no confident match (NFL_id=N/A),
2025.csv,2025,Garrett Dellinger,,no confident match (NFL_id=N/A),
2025.csv,2025,Fadil Diggs,,no confident match (NFL_id=N/A),
2025.csv,2025,Aireontae Ersery,,no confident match (NFL_id=N/A),
2025.csv,2025,Dylan Fairchild,,no confident match (NFL_id=N/A),
2025.csv,2025,Miles Frazier,,no confident match (NFL_id=N/A),
2025.csv,2025,Cleveland Harris,,no confident match (NFL_id=N/A),
2025.csv,2025,Ahmed Hassanein,,no confident match (NFL_id=N/A),
2025.csv,2025,Myles Hinton,,no confident match (NFL_id=N/A),
2025.csv,2025,Will Howard,,no confident match (NFL_id=N/A),
2025.csv,2025,Jarquez Hunter,,no confident match (NFL_id=N/A),
2025.csv,2025,Ricky White III,,no confident match (NFL_id=N/A),
2025.csv,2025,Landon Jackson,,no confident match (NFL_id=N/A),
2025.csv,2025,Jordan James,,no confident match (NFL_id=N/A),
2025.csv,2025,Sai'vion Jones,,no confident match (NFL_id=N/A),
2025.csv,2025,Kelvin Banks Jr.,,no confident match (NFL_id=N/A),
2025.csv,2025,Chris Paul Jr.,,no confident match (NFL_id=N/A),
2025.csv,2025,Drew Kendall,,no confident match (NFL_id=N/A),
2025.csv,2025,Bilhal Kone,,no confident match (NFL_id=N/A),
2025.csv,2025,Luke Lachey,,no confident match (NFL_id=N/A),
2025.csv,2025,Joshua Lane,,no confident match (NFL_id=N/A),
2025.csv,2025,Chase Lundt,,no confident match (NFL_id=N/A),
2025.csv,2025,Nickolas Martin,,no confident match (NFL_id=N/A),
2025.csv,2025,Damien Martinez,,no confident match (NFL_id=N/A),
2025.csv,2025,Francisco Mauigoa,,no confident match (NFL_id=N/A),
2025.csv,2025,Marcus Mbow,,no confident match (NFL_id=N/A),
2025.csv,2025,Kyle McCord,,no confident match (NFL_id=N/A),
2025.csv,2025,Decarrion McWilliams,,no confident match (NFL_id=N/A),
2025.csv,2025,Graham Mertz,,no confident match (NFL_id=N/A),
2025.csv,2025,Wyatt Milum,,no confident match (NFL_id=N/A),
2025.csv,2025,Jonah Monheim,,no confident match (NFL_id=N/A),
2025.csv,2025,Jack Nelson,,no confident match (NFL_id=N/A),
2025.csv,2025,Antwaun Powell-Ryland,,no confident match (NFL_id=N/A),
2025.csv,2025,Kaden Prather,,no confident match (NFL_id=N/A),
2025.csv,2025,Caleb Ransaw,,no confident match (NFL_id=N/A),
2025.csv,2025,Tate Ratledge,,no confident match (NFL_id=N/A),
2025.csv,2025,Kurtis Rourke,,no confident match (NFL_id=N/A),
2025.csv,2025,Jackson Slater,,no confident match (NFL_id=N/A),
2025.csv,2025,Ozzy Trapilo,,no confident match (NFL_id=N/A),
2025.csv,2025,Jalen Travis,,no confident match (NFL_id=N/A),
2025.csv,2025,Justin Walley,,no confident match (NFL_id=N/A),
2025.csv,2025,Cameron Williams,,no confident match (NFL_id=N/A),
2025.csv,2025,Jared Wilson,,no confident match (NFL_id=N/A),
2025.csv,2025,Hunter Wohler,,no confident match (NFL_id=N/A),
